sample_index,sample_id,modality,rank,start_index,end_index,score,source_scale,words,wordpiece_start,wordpiece_end
251,99501$_$1,T,1,7,9,0.43448308709150113,3,reviewing the two,8,10
251,99501$_$1,T,2,10,13,0.18217943670045753,1,disc special edition of,11,14
251,99501$_$1,T,3,4,5,0.10939569621485719,3,going to,5,6
252,99501$_$0,T,1,0,0,0.5,1,hey,1,1
253,99501$_$5,T,1,30,33,0.1907390881822623,3,in favor of just,34,37
253,99501$_$5,T,2,11,14,0.16655927308947585,2,uhh ) ( stutter,13,18
253,99501$_$5,T,3,1,2,0.0922554154688157,1,movie kind,2,3
254,99501$_$7,T,1,9,13,0.33848378490848197,1,"more with this movie ,",10,14
254,99501$_$7,T,2,2,5,0.28117516351356114,3,you could have done,3,6
254,99501$_$7,T,3,11,11,0.07573140830468403,peak,this,12,12
255,9QI-9w_VdB4$_$0,T,1,18,21,0.308848055529255,1,you ' re in,19,22
255,9QI-9w_VdB4$_$0,T,2,16,17,0.13277059351771758,2,every time,17,18
255,9QI-9w_VdB4$_$0,T,3,20,20,0.09217786571301229,peak,re,21,21
256,AG5EY8ZaFj4$_$3,T,1,2,5,0.49134698494654694,2,m a photographer and,3,6
256,AG5EY8ZaFj4$_$3,T,2,4,4,0.19909698876008303,1,photographer,5,5
256,AG5EY8ZaFj4$_$3,T,3,2,2,0.0872429943599668,3,m,3,3
257,AG5EY8ZaFj4$_$15,T,1,14,17,0.26812874636612244,3,just the part of,17,20
257,AG5EY8ZaFj4$_$15,T,2,10,12,0.21674929587129288,2,marquee until you,11,15
257,AG5EY8ZaFj4$_$15,T,3,6,6,0.05148222167237783,1,to,7,7
258,Arh2TKRi_mg$_$15,T,1,16,20,0.36224636356776896,3,features and benefits of your,17,21
258,Arh2TKRi_mg$_$15,T,2,18,18,0.10045486055681771,peak,benefits,19,19
258,Arh2TKRi_mg$_$15,T,3,12,12,0.046921935185347256,2,and,13,13
259,Arh2TKRi_mg$_$14,T,1,14,17,0.39815572954985395,2,become fruitful relationships down,15,19
259,Arh2TKRi_mg$_$14,T,2,9,10,0.16261790853062105,2,and make,10,11
259,Arh2TKRi_mg$_$14,T,3,13,14,0.15475782528047777,1,could become,14,15
260,Arh2TKRi_mg$_$16,T,1,17,21,0.371356145437252,2,"the bar , not everything",19,23
260,Arh2TKRi_mg$_$16,T,2,12,14,0.11505402285242308,3,across the table,14,16
260,Arh2TKRi_mg$_$16,T,3,18,18,0.10912502375904855,1,bar,20,20
261,Arh2TKRi_mg$_$19,T,1,15,20,0.46541195725057444,3,have is a warm lead .,16,21
261,Arh2TKRi_mg$_$19,T,2,2,4,0.1538814713678177,1,closed the deal,3,5
261,Arh2TKRi_mg$_$19,T,3,18,18,0.14791195133798019,peak,warm,19,19
262,Arh2TKRi_mg$_$32,T,1,2,5,0.24073190471963274,3,", and good business",3,6
262,Arh2TKRi_mg$_$32,T,2,24,25,0.1020945891662445,3,a huge,25,26
262,Arh2TKRi_mg$_$32,T,3,0,1,0.10061298382483466,2,good luck,1,2
263,Arh2TKRi_mg$_$28,T,1,10,13,0.5863133689451338,2,a bad product or,11,14
263,Arh2TKRi_mg$_$28,T,2,11,11,0.23073069338237728,1,bad,12,12
263,Arh2TKRi_mg$_$28,T,3,14,14,0.09926245403332448,1,service,15,15
264,Arh2TKRi_mg$_$3,T,1,2,8,0.3909238877563568,3,m a firm believer in top down,3,9
264,Arh2TKRi_mg$_$3,T,2,7,9,0.18424115466158464,1,top down selling,8,10
264,Arh2TKRi_mg$_$3,T,3,27,28,0.08621807085385033,2,attend the,28,29
265,AxNy9TeTLq8$_$0,T,1,27,36,0.7291241550883827,3,and there ' s great data on all of this,28,37
265,AxNy9TeTLq8$_$0,T,2,33,34,0.1710073719660279,1,on all,34,35
265,AxNy9TeTLq8$_$0,T,3,31,31,0.16688814201065594,peak,great,32,32
266,BSKAHXFYF_I$_$1,T,1,9,11,0.3328752640169749,2,unofficial organization chart,10,12
266,BSKAHXFYF_I$_$1,T,2,2,4,0.24048440241301294,3,you know that,3,5
266,BSKAHXFYF_I$_$1,T,3,1,1,0.08998582571260005,1,did,2,2
267,BSKAHXFYF_I$_$3,T,1,7,9,0.14170372729158529,2,every company ',8,10
267,BSKAHXFYF_I$_$3,T,2,13,15,0.13551058032664712,3,chart is comprised,14,16
267,BSKAHXFYF_I$_$3,T,3,17,19,0.13093694143958529,3,just three types,18,20
268,BSKAHXFYF_I$_$7,T,1,0,2,0.3392274383585081,1,grinders are the,1,4
268,BSKAHXFYF_I$_$7,T,2,7,8,0.1981543476573266,2,actual work,9,10
268,BSKAHXFYF_I$_$7,T,3,9,9,0.0815543147324416,3,of,11,11
269,BSKAHXFYF_I$_$8,T,1,8,11,0.48090523307228367,3,ship the products or,9,12
269,BSKAHXFYF_I$_$8,T,2,3,4,0.20072667746648307,1,the ones,4,5
269,BSKAHXFYF_I$_$8,T,3,10,10,0.15149950054185865,1,products,11,11
270,Baz0VVQ-E9E$_$10,T,1,6,8,0.6406687495482921,2,a bad choice,7,9
270,Baz0VVQ-E9E$_$10,T,2,3,3,0.10237420006915571,1,going,4,4
271,Baz0VVQ-E9E$_$1,T,1,7,9,0.35503459964991807,3,the possession of,8,10
271,Baz0VVQ-E9E$_$1,T,2,0,1,0.19596729964350867,2,in 1774,1,2
271,Baz0VVQ-E9E$_$1,T,3,11,11,0.09984478901915861,1,britain,12,12
272,Baz0VVQ-E9E$_$5,T,1,4,5,0.5017989445706748,2,could not,5,6
272,Baz0VVQ-E9E$_$5,T,2,1,1,0.09997666073192721,1,1918,2,2
273,Baz0VVQ-E9E$_$7,T,1,12,14,0.24309963489300088,2,", stronger nation",13,15
273,Baz0VVQ-E9E$_$7,T,2,7,8,0.13546467619793362,3,became a,8,9
273,Baz0VVQ-E9E$_$7,T,3,9,9,0.07609468522906446,1,better,10,10
274,CJGuudyvA0Y$_$4,T,1,28,34,0.41025558309795657,3,and keep it all organized and loaded,29,35
274,CJGuudyvA0Y$_$4,T,2,32,33,0.16569955719470336,2,organized and,33,34
274,CJGuudyvA0Y$_$4,T,3,7,9,0.1055067767755332,3,situation track all,8,10
275,CPjbogfLHR4$_$2,T,1,13,14,0.242578091316839,1,catastrophic fires,14,15
275,CPjbogfLHR4$_$2,T,2,4,5,0.15849558411359277,3,", and",5,6
275,CPjbogfLHR4$_$2,T,3,10,10,0.07625690963920931,1,to,11,11
276,CPjbogfLHR4$_$5,T,1,9,12,0.23548588433819762,2,i heard about the,11,14
276,CPjbogfLHR4$_$5,T,2,14,15,0.11060553516145438,1,sustainability award,16,17
276,CPjbogfLHR4$_$5,T,3,19,20,0.07592307903176151,3,grant for,21,22
277,DdUJojoFU_c$_$11,T,1,12,15,0.24038750489687027,2,of the year as,14,17
277,DdUJojoFU_c$_$11,T,2,20,21,0.1449214194734696,2,to production,22,23
277,DdUJojoFU_c$_$11,T,3,14,14,0.0692467774606184,1,year,16,16
278,DdUJojoFU_c$_$15,T,1,6,9,0.458743519417948,3,website at www .,7,10
278,DdUJojoFU_c$_$15,T,2,11,12,0.2528225135377455,1,. com,14,15
278,DdUJojoFU_c$_$15,T,3,8,8,0.1683766728652562,peak,www,9,9
279,DdUJojoFU_c$_$14,T,1,16,20,0.24024074197012893,3,contact your nearest jennings capital,17,21
279,DdUJojoFU_c$_$14,T,2,1,2,0.09912428276802956,2,more information,2,3
279,DdUJojoFU_c$_$14,T,3,17,17,0.06369809044253877,peak,your,18,18
280,DdUJojoFU_c$_$17,T,1,17,19,0.24463493181856635,2,any securities .,18,20
280,DdUJojoFU_c$_$17,T,2,14,14,0.10379826511666362,1,buy,15,15
280,DdUJojoFU_c$_$17,T,3,8,8,0.05983137677390647,1,it,9,9
281,DdUJojoFU_c$_$16,T,1,10,12,0.1382234710944133,1,more video news,14,16
281,DdUJojoFU_c$_$16,T,2,1,3,0.13107912567681146,1,' m samantha,2,4
281,DdUJojoFU_c$_$16,T,3,26,27,0.08297964505303757,2,www .,32,33
282,DdUJojoFU_c$_$2,T,1,1,8,0.30418120697881934,3,"company , which is focused in mexico ,",2,9
282,DdUJojoFU_c$_$2,T,2,6,7,0.08770413994596096,1,in mexico,7,8
282,DdUJojoFU_c$_$2,T,3,18,18,0.033045839488890796,2,stage,19,19
283,DdUJojoFU_c$_$6,T,1,9,16,0.6131967809735814,2,"holes reported , hole scvt - 02 reported",10,19
283,DdUJojoFU_c$_$6,T,2,15,16,0.14622550841389761,1,02 reported,18,19
283,DdUJojoFU_c$_$6,T,3,10,10,0.1171122332892813,1,reported,11,11
284,DdUJojoFU_c$_$8,T,1,10,16,0.5049179841322938,2,and a depth of 240 metres and,13,19
284,DdUJojoFU_c$_$8,T,2,14,14,0.10903470140058669,peak,240,17,17
284,DdUJojoFU_c$_$8,T,3,4,4,0.03547178044446936,1,strike,5,5
285,DlbYiwOnTyk$_$1,T,1,12,16,0.5359061027610967,3,time to build the website,13,17
285,DlbYiwOnTyk$_$1,T,2,9,10,0.1459222114433648,2,but only,10,11
285,DlbYiwOnTyk$_$1,T,3,15,15,0.1300161064762903,peak,the,16,16
286,E8MuzHUhUHk$_$15,T,1,1,2,0.19498609394784883,3,you for,2,3
286,E8MuzHUhUHk$_$15,T,2,12,13,0.1812569691622395,2,ny now,13,14
286,E8MuzHUhUHk$_$15,T,3,6,7,0.10330733583531389,1,tips for,7,8
287,E8MuzHUhUHk$_$14,T,1,2,4,0.23265390743515674,3,even get in,3,5
287,E8MuzHUhUHk$_$14,T,2,15,16,0.16316271189338316,2,day ahead,16,17
287,E8MuzHUhUHk$_$14,T,3,10,10,0.07381364056087467,1,are,11,11
288,E8MuzHUhUHk$_$16,T,1,12,18,0.3548030687240867,3,to learn how to enhance your professional,15,21
288,E8MuzHUhUHk$_$16,T,2,16,17,0.14095646005729154,1,enhance your,19,20
288,E8MuzHUhUHk$_$16,T,3,11,12,0.0985452954009266,2,com to,14,15
289,E8MuzHUhUHk$_$2,T,1,14,17,0.4681010652108976,3,and new all open,16,19
289,E8MuzHUhUHk$_$2,T,2,15,15,0.1721730616697417,peak,new,17,17
289,E8MuzHUhUHk$_$2,T,3,2,4,0.12710100528446705,2,opens on saturday,4,6
290,E8MuzHUhUHk$_$9,T,1,21,24,0.42042436049963255,2,avoid impulse buying .,22,25
290,E8MuzHUhUHk$_$9,T,2,12,14,0.18417253383661716,2,profitable and best,13,15
290,E8MuzHUhUHk$_$9,T,3,22,22,0.14424474578761828,peak,impulse,23,23
291,EEjCkc82oyk$_$7,T,1,7,12,0.631564728879844,3,to explain a bad night when,8,13
291,EEjCkc82oyk$_$7,T,2,10,10,0.24250623521478146,peak,bad,11,11
291,EEjCkc82oyk$_$7,T,3,17,17,0.030495886206413345,1,out,18,18
292,EEjCkc82oyk$_$9,T,1,5,7,0.2424623894614916,2,record clean so,6,8
292,EEjCkc82oyk$_$9,T,2,9,11,0.18592598985471614,3,doesn ' t,10,12
292,EEjCkc82oyk$_$9,T,3,17,18,0.0808736085119542,2,in the,18,19
293,EQxkXiWAm08$_$8,T,1,8,11,0.5856166847023324,2,in writing the contract,9,12
293,EQxkXiWAm08$_$8,T,2,10,10,0.17687396000751132,peak,the,11,11
293,EQxkXiWAm08$_$8,T,3,0,0,0.08520939050215695,1,a,1,1
294,ET1cU5_A2YM$_$1,T,1,11,15,0.29913715046646977,1,hundreds of rockets fired on,12,16
294,ET1cU5_A2YM$_$1,T,2,18,20,0.19679947927640984,3,and israel is,19,21
294,ET1cU5_A2YM$_$1,T,3,10,11,0.14151977102621338,3,of hundreds,11,12
295,ET1cU5_A2YM$_$3,T,1,4,7,0.5387189260152685,2,protect our civilians against,5,8
295,ET1cU5_A2YM$_$3,T,2,6,6,0.2182777161358972,peak,civilians,7,7
295,ET1cU5_A2YM$_$3,T,3,10,10,0.07086751778311037,1,on,11,11
296,ET1cU5_A2YM$_$6,T,1,16,18,0.4881405576038984,3,behind palestinian civilians,17,19
296,ET1cU5_A2YM$_$6,T,2,18,19,0.2777686644606058,2,civilians .,19,20
296,ET1cU5_A2YM$_$6,T,3,4,6,0.15601051944068003,1,a double war,5,7
297,EmmuWoCUgXs$_$22,T,1,9,12,0.5490885128135836,2,start a small photography,10,13
297,EmmuWoCUgXs$_$22,T,2,11,11,0.21186699647868557,1,small,12,12
297,EmmuWoCUgXs$_$22,T,3,8,9,0.1816582531506833,1,would start,9,10
298,EmmuWoCUgXs$_$7,T,1,11,16,0.4256064715084,3,up actually hating it and just,12,17
298,EmmuWoCUgXs$_$7,T,2,13,13,0.15051287634375332,peak,hating,14,14
298,EmmuWoCUgXs$_$7,T,3,23,25,0.09008840678635152,2,in the end,24,26
299,Es9MkKsMsjU$_$10,T,1,2,4,0.26909609470765394,3,should be the,3,5
299,Es9MkKsMsjU$_$10,T,2,1,2,0.20869649586562355,2,what should,2,3
299,Es9MkKsMsjU$_$10,T,3,14,15,0.18745444059423477,1,is not,15,16
300,Es9MkKsMsjU$_$12,T,1,1,5,0.21953003248036673,2,apparently not being friends with,2,6
300,Es9MkKsMsjU$_$12,T,2,18,20,0.11625980292072881,2,entire campaigns off,19,21
300,Es9MkKsMsjU$_$12,T,3,27,29,0.09051693148944864,3,is too superficial,28,30
301,Es9MkKsMsjU$_$2,T,1,12,17,0.20000939904238604,2,like me to not be friends,13,18
301,Es9MkKsMsjU$_$2,T,2,31,33,0.08789360815550679,3,is really disconnected,32,34
301,Es9MkKsMsjU$_$2,T,3,39,40,0.06477222698448941,2,world actually,40,41
302,Es9MkKsMsjU$_$7,T,1,2,7,0.4241763901331878,3,"- i really hate , that",3,8
302,Es9MkKsMsjU$_$7,T,2,5,5,0.14462105389360744,peak,hate,6,6
302,Es9MkKsMsjU$_$7,T,3,19,20,0.07237849991212092,1,is like,20,21
303,Ezn3p5FWF_U$_$4,T,1,8,14,0.25567449267672104,3,", collaboration and the lessons learned from",9,15
303,Ezn3p5FWF_U$_$4,T,2,38,42,0.18328481389987594,1,and values that can support,39,43
303,Ezn3p5FWF_U$_$4,T,3,10,10,0.042220043931058895,1,and,11,11
304,F1U26PLiXjM$_$1,T,1,5,8,0.21724985587001994,3,to bring ourselves to,6,9
304,F1U26PLiXjM$_$1,T,2,15,16,0.11655605777891762,1,the unknown,16,17
304,F1U26PLiXjM$_$1,T,3,6,6,0.06408985684784096,1,bring,7,7
305,F6JV-K840EY$_$2,T,1,15,18,0.37302396773418023,2,or not attend to,16,19
305,F6JV-K840EY$_$2,T,2,5,6,0.14095101139118799,3,by deciding,6,7
305,F6JV-K840EY$_$2,T,3,16,16,0.10562395413536943,peak,not,17,17
306,FB_b1dm0SRY$_$10,T,1,6,9,0.32046919350413233,3,that would not happen,7,10
306,FB_b1dm0SRY$_$10,T,2,13,15,0.22476015538535316,2,life where there,15,17
306,FB_b1dm0SRY$_$10,T,3,7,7,0.10321211792268627,1,would,8,8
307,FB_b1dm0SRY$_$0,T,1,20,24,0.3935806938086749,3,went to two different high,21,25
307,FB_b1dm0SRY$_$0,T,2,3,5,0.1636961558898617,1,reason that i,4,6
307,FB_b1dm0SRY$_$0,T,3,23,23,0.13695490928112886,peak,different,24,24
308,FB_b1dm0SRY$_$6,T,1,0,1,0.30942443546168197,1,and i,1,2
308,FB_b1dm0SRY$_$6,T,2,2,4,0.28198509606145006,3,don ’ t,3,5
308,FB_b1dm0SRY$_$6,T,3,8,9,0.14941532524009932,2,many people,9,10
309,FB_b1dm0SRY$_$9,T,1,19,21,0.17741585671054833,2,"every day ,",22,24
309,FB_b1dm0SRY$_$9,T,2,23,25,0.12354903617588629,3,cannot walk away,26,28
309,FB_b1dm0SRY$_$9,T,3,7,8,0.11479162290601824,1,like high,8,9
310,FB_b1dm0SRY$_$8,T,1,3,7,0.7362717357580755,3,"is a fascinating setting ,",4,8
310,FB_b1dm0SRY$_$8,T,2,5,5,0.2939079855143434,peak,fascinating,6,6
310,FB_b1dm0SRY$_$8,T,3,14,14,0.02751456453984932,1,where,15,15
311,FxxJB8hBpyQ$_$1,T,1,16,19,0.4722584086669166,2,t even work anymore,17,20
311,FxxJB8hBpyQ$_$1,T,2,18,18,0.17223787368782645,peak,work,19,19
311,FxxJB8hBpyQ$_$1,T,3,12,13,0.1286892690573675,2,word advertising,13,14
312,Fy0Uid9afM8$_$0,T,1,7,9,0.333288248945553,2,’ re your,8,10
312,Fy0Uid9afM8$_$0,T,2,12,14,0.2505863469852693,3,to show you,13,15
312,Fy0Uid9afM8$_$0,T,3,10,10,0.06286951947573283,1,not,11,11
313,Fy0Uid9afM8$_$3,T,1,11,14,0.35984626732825775,3,a religion that abuses,15,18
313,Fy0Uid9afM8$_$3,T,2,5,6,0.1382061076859295,2,is supposed,9,10
313,Fy0Uid9afM8$_$3,T,3,14,14,0.11776356034671387,1,abuses,18,18
314,Fy0Uid9afM8$_$5,T,1,8,10,0.29759874680391885,2,lot of attacks,9,11
314,Fy0Uid9afM8$_$5,T,2,12,13,0.15526612627140113,2,women who,13,14
314,Fy0Uid9afM8$_$5,T,3,14,14,0.0913645239074734,1,wear,15,15
315,Fy0Uid9afM8$_$4,T,1,4,6,0.691490725300181,1,first victims of,5,7
316,H1DpVwktfDQ$_$0,T,1,5,8,0.42195958385552146,3,my room and start,6,9
316,H1DpVwktfDQ$_$0,T,2,8,9,0.1831957523813889,1,start watching,9,10
316,H1DpVwktfDQ$_$0,T,3,6,6,0.12453738227466928,peak,room,7,7
317,HGicRLwgtkM$_$1,T,1,15,23,0.4235113544675384,3,"t something new … according to research , other",16,24
317,HGicRLwgtkM$_$1,T,2,16,17,0.11994515703305687,1,something new,17,18
317,HGicRLwgtkM$_$1,T,3,3,3,0.036350614171672915,1,you,4,4
318,HGicRLwgtkM$_$3,T,1,18,24,0.5024226621039363,3,when the emotions of different people were,19,25
318,HGicRLwgtkM$_$3,T,2,23,24,0.1472319827026588,2,people were,24,25
318,HGicRLwgtkM$_$3,T,3,16,17,0.11009064986979115,1,person and,17,18
319,HGicRLwgtkM$_$2,T,1,5,10,0.36196287198541677,3,"iowa , found that pigeons can",6,11
319,HGicRLwgtkM$_$2,T,2,21,22,0.11561667188359714,2,and emotion,22,23
319,HGicRLwgtkM$_$2,T,3,7,7,0.10257285394954463,1,found,8,8
320,HGicRLwgtkM$_$6,T,1,0,3,0.2976880527041798,1,and researchers from kyoto,1,4
320,HGicRLwgtkM$_$6,T,2,6,7,0.13074305959644128,1,that dogs,7,8
320,HGicRLwgtkM$_$6,T,3,19,20,0.11427841947274839,2,s voice,20,21
321,HmXXW45eZL4$_$1,T,1,30,39,0.6004171295972661,3,you don ' t want to do if your humor,32,41
321,HmXXW45eZL4$_$1,T,2,33,35,0.4049086675494672,2,t want to,35,37
321,HmXXW45eZL4$_$1,T,3,17,19,0.04136293429160348,2,joke or story,19,21
322,HmXXW45eZL4$_$4,T,1,1,2,0.2289882965868363,1,ever look,2,3
322,HmXXW45eZL4$_$4,T,2,11,13,0.21490761539588454,3,"start crying ,",12,14
322,HmXXW45eZL4$_$4,T,3,15,15,0.0740599689971897,1,off,16,16
323,IM6HW1HwHhM$_$11,T,1,12,14,0.2045085940867915,2,", doesn '",13,15
323,IM6HW1HwHhM$_$11,T,2,1,2,0.09970676506230323,3,", just",2,3
323,IM6HW1HwHhM$_$11,T,3,8,9,0.0794170553355043,1,met your,9,10
324,IM6HW1HwHhM$_$15,T,1,8,10,0.20102843320886998,2,to where it,9,11
324,IM6HW1HwHhM$_$15,T,2,15,16,0.11742746600469903,3,it to,16,17
324,IM6HW1HwHhM$_$15,T,3,2,3,0.11154595421678103,3,you can,3,4
325,IM6HW1HwHhM$_$17,T,1,2,4,0.1654248512209657,3,that ' s,3,5
325,IM6HW1HwHhM$_$17,T,2,21,22,0.11006728059697335,2,you forward,23,24
325,IM6HW1HwHhM$_$17,T,3,4,5,0.10392012810833269,1,s the,5,6
326,IUmxJNs2zaY$_$3,T,1,2,5,0.5732066078158595,3,and predict the flow,3,6
326,IUmxJNs2zaY$_$3,T,2,4,4,0.1839738449706638,peak,the,5,5
326,IUmxJNs2zaY$_$3,T,3,16,19,0.0860793120269859,3,to have a basic,19,22
327,IUmxJNs2zaY$_$2,T,1,8,10,0.2961392142875925,3,are important components,11,13
327,IUmxJNs2zaY$_$2,T,2,2,3,0.1682201512839701,2,mountainous terrain,3,4
327,IUmxJNs2zaY$_$2,T,3,13,13,0.07886812588891143,1,hydrologic,16,17
328,JAnRCQ9A0vI$_$1,T,1,4,12,0.30994547610830875,3,the system we decided that we were going to,5,13
328,JAnRCQ9A0vI$_$1,T,2,32,35,0.12052268770375381,1,"site , and take",33,36
328,JAnRCQ9A0vI$_$1,T,3,9,10,0.09549087445849151,1,we were,10,11
329,JAnRCQ9A0vI$_$0,T,1,5,7,0.5576488186487103,3,- pull kind,6,8
329,JAnRCQ9A0vI$_$0,T,2,2,2,0.07088182866698153,1,sort,3,3
330,JAnRCQ9A0vI$_$3,T,1,33,36,0.16180374998024166,3,"to our website ,",34,37
330,JAnRCQ9A0vI$_$3,T,2,2,5,0.14995960438103156,1,highlighted it on that,3,6
330,JAnRCQ9A0vI$_$3,T,3,18,22,0.14246650649450515,3,which is a very large,19,23
331,JAnRCQ9A0vI$_$2,T,1,23,27,0.5473019489328633,3,", how easy it was",25,29
331,JAnRCQ9A0vI$_$2,T,2,25,25,0.21327500632721091,peak,easy,27,27
331,JAnRCQ9A0vI$_$2,T,3,35,37,0.06441679619515844,2,with a quick,37,39
332,JAnRCQ9A0vI$_$5,T,1,18,22,0.3853046000868943,3,were the advantages of using,19,23
332,JAnRCQ9A0vI$_$5,T,2,5,7,0.17977697529830766,2,an email blast,6,8
332,JAnRCQ9A0vI$_$5,T,3,20,20,0.14965830474634406,1,advantages,21,21
333,JAnRCQ9A0vI$_$4,T,1,6,8,0.10784337394397556,3,couple months to,7,9
333,JAnRCQ9A0vI$_$4,T,2,9,10,0.08903359690304433,2,see how,10,11
333,JAnRCQ9A0vI$_$4,T,3,12,13,0.07205899641332364,1,settled in,13,14
334,JAnRCQ9A0vI$_$8,T,1,3,10,0.5199630327940917,3,felt like there was a good enough number,4,11
334,JAnRCQ9A0vI$_$8,T,2,8,8,0.16852128483482237,peak,good,9,9
334,JAnRCQ9A0vI$_$8,T,3,32,36,0.10593247440513254,2,"our training phase , which",33,37
335,JOK1SSmPtFw$_$10,T,1,1,4,0.40373354047195065,3,sure you are on,2,5
335,JOK1SSmPtFw$_$10,T,2,2,2,0.12928768569218246,1,you,3,3
335,JOK1SSmPtFw$_$10,T,3,14,14,0.08031718917173095,2,will,16,16
336,JOK1SSmPtFw$_$13,T,1,1,2,0.1545011718773076,2,can ’,2,3
336,JOK1SSmPtFw$_$13,T,2,14,15,0.12505196477455083,3,ready when,15,16
336,JOK1SSmPtFw$_$13,T,3,7,7,0.08605074449349426,1,return,8,8
337,JOK1SSmPtFw$_$14,T,1,8,10,0.37593827403573,3,questions and one,9,11
337,JOK1SSmPtFw$_$14,T,2,4,6,0.1681446490204386,2,be 40 multiple,5,7
337,JOK1SSmPtFw$_$14,T,3,2,2,0.0870263771347033,3,itself,3,3
338,JOK1SSmPtFw$_$16,T,1,9,11,0.2949826979582948,3,short - answer,10,12
338,JOK1SSmPtFw$_$16,T,2,0,1,0.2269804148898349,1,there is,1,2
338,JOK1SSmPtFw$_$16,T,3,4,4,0.0872479834983591,1,guide,5,5
339,JOK1SSmPtFw$_$0,T,1,13,22,0.2927610720063082,3,i hope you are able to enjoy this beautiful day,14,23
339,JOK1SSmPtFw$_$0,T,2,20,22,0.10833993260923898,2,this beautiful day,21,23
339,JOK1SSmPtFw$_$0,T,3,45,46,0.057589110453433026,2,this day,46,47
340,JOK1SSmPtFw$_$5,T,1,10,12,0.17620855594374352,3,the quizzes close,11,14
340,JOK1SSmPtFw$_$5,T,2,0,2,0.17273983999328585,1,"first off ,",1,3
340,JOK1SSmPtFw$_$5,T,3,6,8,0.16768983231482557,3,we have exams,7,9
341,JOK1SSmPtFw$_$4,T,1,8,10,0.4909283075155637,3,exams and exam,9,11
341,JOK1SSmPtFw$_$4,T,2,2,3,0.18421201072870758,2,several important,3,4
341,JOK1SSmPtFw$_$4,T,3,6,6,0.0637175882680296,1,know,7,7
342,JOK1SSmPtFw$_$8,T,1,0,2,0.43683555352362613,3,the exam will,1,3
342,JOK1SSmPtFw$_$8,T,2,11,11,0.10133999745953307,1,midnight,12,12
342,JOK1SSmPtFw$_$8,T,3,9,9,0.10013261337645374,1,beginning,10,10
343,JPT38CA3sGI$_$1,T,1,0,2,0.3021133401267883,3,because with men,1,3
343,JPT38CA3sGI$_$1,T,2,16,17,0.263237957373277,1,very straightforward,17,18
343,JPT38CA3sGI$_$1,T,3,10,10,0.053806620446109614,1,the,11,11
344,JPT38CA3sGI$_$0,T,1,0,2,0.3010817944193461,3,that ' s,1,3
344,JPT38CA3sGI$_$0,T,2,5,6,0.2548941014279452,2,is i,6,7
344,JPT38CA3sGI$_$0,T,3,11,11,0.08119465197571005,1,at,12,12
345,JPT38CA3sGI$_$5,T,1,2,4,0.3067368057911223,3,", if you",3,5
345,JPT38CA3sGI$_$5,T,2,8,8,0.08093495041949236,1,and,9,9
345,JPT38CA3sGI$_$5,T,3,12,12,0.07327536188122787,1,watching,13,13
346,JVpF99zuQhA$_$0,T,1,2,4,0.2879565886205362,2,my name is,3,5
346,JVpF99zuQhA$_$0,T,2,16,17,0.24993394009650857,2,asti financial,18,20
346,JVpF99zuQhA$_$0,T,3,12,12,0.05012709317735924,1,certified,14,14
347,JVpF99zuQhA$_$2,T,1,2,6,0.31322063450270937,3,two main type of life,3,7
347,JVpF99zuQhA$_$2,T,2,16,17,0.12066010218914876,1,to consider,17,18
347,JVpF99zuQhA$_$2,T,3,13,14,0.1074981924122746,2,going to,14,15
348,JVpF99zuQhA$_$4,T,1,7,10,0.5739372663267813,2,a permanent or a,8,11
348,JVpF99zuQhA$_$4,T,2,8,8,0.20260209139982327,peak,permanent,9,9
348,JVpF99zuQhA$_$4,T,3,12,13,0.12436163747500205,1,life policy,13,14
349,K0m1tO3Ybyc$_$15,T,1,11,12,0.26223494215883847,3,of love,12,13
349,K0m1tO3Ybyc$_$15,T,2,1,2,0.23054109258602984,1,when we,2,3
349,K0m1tO3Ybyc$_$15,T,3,5,5,0.07001176017652147,1,marie,6,6
350,K0m1tO3Ybyc$_$8,T,1,3,6,0.2845635616024065,2,thain redecorating his office,4,11
350,K0m1tO3Ybyc$_$8,T,2,10,12,0.16959417568372848,3,of a million,15,17
350,K0m1tO3Ybyc$_$8,T,3,4,4,0.11814396622565343,1,redecorating,6,9
351,K8gp7ncdUl8$_$5,T,1,4,11,0.5126531996348714,2,"oil is on the decline for example ,",5,12
351,K8gp7ncdUl8$_$5,T,2,5,6,0.13034580568902904,1,is on,6,7
351,K8gp7ncdUl8$_$5,T,3,8,8,0.11043197950215775,peak,decline,9,9
352,KDjl2exStlI$_$10,T,1,0,2,0.32782292047805955,2,and whether it,1,3
352,KDjl2exStlI$_$10,T,2,8,10,0.2631675725137475,3,approach or a,9,11
352,KDjl2exStlI$_$10,T,3,14,14,0.053050240959938294,1,.,15,15
353,KDjl2exStlI$_$13,T,1,1,3,0.18308528240441005,2,whether the arbitrator,2,6
354,KDjl2exStlI$_$5,T,1,7,8,0.2807874372389496,2,include how,11,12
354,KDjl2exStlI$_$5,T,2,10,11,0.25448642140589184,2,handle faults,14,15
354,KDjl2exStlI$_$5,T,3,4,5,0.14465880107785065,1,for arbitrator,5,8
355,KDjl2exStlI$_$4,T,1,12,14,0.16952011128138392,3,trapping of faults,14,16
355,KDjl2exStlI$_$4,T,2,5,6,0.1383959657886336,2,"atomicity ,",6,8
355,KDjl2exStlI$_$4,T,3,0,1,0.11939380333104375,1,hence they,1,2
